confidence	title	organism	modality	time_axis	cells	category	dataset_url	url_type	paper_url	source	dedup_key	temporal_status_verified	verification_reason	development_stage_evidence	alternate_accessions	merge_sources	merge_notes
B_candidate_needs_timepoint_metadata	Differential cell composition and split epidermal differentiation in human palm, sole, and hip skin	Homo sapiens	10x 3' v2;10x 3' v3	needs_metadata_validation	27017	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/6d203948-a779-4b69-9b3f-1ee1dadc3980	CELLxGENE_collection		CELLxGENE	differential cell composition and split epidermal differentiation in human palm 	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Generation of complex human induced pluripotent stem cell-derived bone marrow organoids	Homo sapiens	10x 3' v3	needs_metadata_validation	31040	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/59cd85c5-3b22-4035-b628-2a20810ad54b	CELLxGENE_collection		CELLxGENE	generation of complex human induced pluripotent stem cell derived bone marrow or	temporal_yes	title/source describes developmental trajectory or differentiation; no download needed for coarse inclusion	unknown		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	HiPSC-derived retinal organoid subpopulations from healthy and POAG donors	Homo sapiens	10x 3' v2	needs_metadata_validation	247520	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/2600aac1-ef5e-4dcd-bbc9-f9f3d8a613ea	CELLxGENE_collection		CELLxGENE	hipsc derived retinal organoid subpopulations from healthy and poag donors	temporal_yes	title/source describes developmental trajectory or differentiation; no download needed for coarse inclusion	adult stage		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Human brain organoids record the passage of time over multiple years		single-cell RNA-seq	The human brain develops and matures over an exceptionally prolonged period of time that spans nearly two decades of lif		organoid_or_in_vitro_diff	https://singlecell.broadinstitute.org/single_cell/study/SCP3697	dataset_or_repository		Single_Cell_Portal_step2	human brain organoids record the passage of time over multiple years	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	The human brain develops and matures over an exceptionally prolonged period of time that spans nearly two decades of life. Processes that govern species-specific aspects of human postnatal brain devel	SCP3697	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Human Kidney Organoids Atlas		single-cell RNA-seq	Subramanian, A., Sidhom, E. H., Emani, M., Vernon, K., Sahakian, N., Zhou, Y., Kost-Alimova, M., Slyper, M., Waldman, J.		organoid_or_in_vitro_diff	https://singlecell.broadinstitute.org/single_cell/study/SCP211	dataset_or_repository		Single_Cell_Portal_step2	human kidney organoids atlas	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Subramanian, A., Sidhom, E. H., Emani, M., Vernon, K., Sahakian, N., Zhou, Y., Kost-Alimova, M., Slyper, M., Waldman, J., Dionne, D., Nguyen, L. T., Weins, A., Marshall, J. L., Rosenblatt-Rosen, O., R	SCP211	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
B_candidate_needs_timepoint_metadata	Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro	Homo sapiens	10x 3' v2;10x 3' v3	needs_metadata_validation	229708	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5	CELLxGENE_collection		CELLxGENE	mapping the temporal and spatial dynamics of the human endometrium in vivo and i	temporal_yes	title/source describes developmental trajectory or differentiation; no download needed for coarse inclusion	26-year-old stage;28-year-old stage;29-year-old stage;37-year-old stage;third decade stage;young adult stage		artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Micropatterned organoid platform for human forebrain development	Homo sapiens	scRNA-seq/organoid	forebrain organoid development		organoid_or_in_vitro_diff	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293573	dataset_or_repository		GEO_or_database_second_pass	micropatterned organoid platform for human forebrain development	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE293573	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Reproducible Brain Organoids		single-cell RNA-seq	Individual brain organoids reproducibly form cell diversity of the human cerebral cortexSilvia Velasco, Amanda J. Kedaig	166242	organoid_or_in_vitro_diff	https://singlecell.broadinstitute.org/single_cell/study/SCP282	dataset_or_repository		Single_Cell_Portal_step2	reproducible brain organoids	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Individual brain organoids reproducibly form cell diversity of the human cerebral cortexSilvia Velasco, Amanda J. Kedaigle, Sean K. Simmons, Allison Nash, Marina Rocha, Giorgia Quadrato, Bruna Paulsen	SCP282	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	single-cell Human Organoid Bank	Homo sapiens	scRNA-seq/scATAC-seq organoids	organoid protocols/samples across developmental references		organoid_or_in_vitro_diff	https://schob.su-lab.org/	dataset_or_repository		GEO_or_database_second_pass	single cell human organoid bank	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Stable chambered cardioids from human pluripotent stem cells scRNA-seq	Homo sapiens	scRNA-seq/organoid	cardioid development from hPSC		organoid_or_in_vitro_diff	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269572	dataset_or_repository		GEO_or_database_second_pass	stable chambered cardioids from human pluripotent stem cells scrna seq	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE269572	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Time-resolved single-cell analysis of Brca1 associated mammary tumourigenesis reveals aberrant differentiation of luminal progenitors	Mus musculus	10x 3' v2;10x 3' v3	needs_metadata_validation	197896	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/bae2ee8c-b49c-41d0-9097-960d18a39e20	CELLxGENE_collection		CELLxGENE	time resolved analysis of brca1 associated mammary tumourigenesis reveals aberra	temporal_yes	has explicit time/longitudinal/regeneration signal despite noisy terms			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Transcriptomic Analysis of Air-Liquid Interface Culture in Human Lung Organoids Reveals Regulators of Epithelial Differentiation	Homo sapiens	10x 3' v3	needs_metadata_validation	15806	organoid_or_in_vitro_diff	https://cellxgene.cziscience.com/collections/e9cf4e8d-05ed-4d95-b550-af35ca219390	CELLxGENE_collection		CELLxGENE	transcriptomic analysis of air liquid interface culture in human lung organoids 	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Trajectory-resolved human kidney organoid developmental toxicity model	Homo sapiens	single-cell/organoid	kidney organoid trajectory/developmental toxicity		organoid_or_in_vitro_diff;perturbation_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE329346	dataset_or_repository		GEO_or_database_second_pass	trajectory resolved human kidney organoid developmental toxicity model	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE329346	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	A transcription factor atlas of directed differentiation	Homo sapiens	single-cell perturbation RNA	perturbation developmental/differentiation trajectory; exact timepoints require sample metadata	56857	perturbation_development_or_reprogramming	http://www.perturbase.cn/repository/1	PerturBase_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE216481	PerturBase	perturbase GSE216481	temporal_yes	PerturBase dataset/list metadata: title/model/perturbation fields indicate temporal developmental/differentiation/reprogramming biology; compacted dataIndex=180124_perturb;201218_RNA;210322_TFAtlas;210715_combinatorial;PRJNA893678	Embryonic stem cells | ORF overexpression | Activation	GSE216481;PRJNA893678	artifacts/perturbase/perturbase_step5_added_v0.tsv	
A_explicit	Defining the Teratoma as a Model for Multi-lineage Human Development	Homo sapiens	single-cell perturbation RNA	perturbation developmental/differentiation trajectory; exact timepoints require sample metadata	17340	perturbation_development_or_reprogramming	http://www.perturbase.cn/repository/21	PerturBase_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156170	PerturBase	perturbase GSE156170	temporal_yes	PerturBase dataset/list metadata: title/model/perturbation fields indicate temporal developmental/differentiation/reprogramming biology; compacted dataIndex=neural-matrices;screen-matrices;screen-repool-matrices	Multiple teratoma cell types | CRISPRKO | Inhibition	GSE156170;PRJNA656958	artifacts/perturbase/perturbase_step5_added_v0.tsv	
A_explicit	High-throughput single-cell functional elucidation of neurodevelopmental disease–associated genes reveals convergent mechanisms altering neuronal differentiation	Homo sapiens	single-cell perturbation RNA	perturbation developmental/differentiation trajectory; exact timepoints require sample metadata	7684	perturbation_development_or_reprogramming	http://www.perturbase.cn/repository/71	PerturBase_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142078	PerturBase	perturbase GSE142078	temporal_yes	PerturBase dataset/list metadata: title/model/perturbation fields indicate temporal developmental/differentiation/reprogramming biology; compacted dataIndex=PRJNA595864	LUHMES | CRISPRi | Inhibition	GSE142078;PRJNA595864	artifacts/perturbase/perturbase_step5_added_v0.tsv	
A_explicit	Mapping Cellular Reprogramming via Pooled Overexpression Screens with Paired Fitness and Single Cell RNA-Sequencing Readout	Homo sapiens	single-cell perturbation RNA	perturbation developmental/differentiation trajectory; exact timepoints require sample metadata	8428	perturbation_development_or_reprogramming	http://www.perturbase.cn/repository/11	PerturBase_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107185	PerturBase	perturbase GSE107185	temporal_yes	PerturBase dataset/list metadata: title/model/perturbation fields indicate temporal developmental/differentiation/reprogramming biology; compacted dataIndex=extend_61;pilot_14	hPSC | ORF overexpression | Activation	GSE107185;PRJNA419230	artifacts/perturbase/perturbase_step5_added_v0.tsv	
A_explicit	Optimal-transport analysis of single-cell gene expression identifies developmental trajectories in reprogramming	Mus musculus	single-cell perturbation RNA	perturbation developmental/differentiation trajectory; exact timepoints require sample metadata	66949	perturbation_development_or_reprogramming	http://www.perturbase.cn/repository/69	PerturBase_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE122662	PerturBase	perturbase GSE122662	temporal_yes	PerturBase dataset/list metadata: title/model/perturbation fields indicate temporal developmental/differentiation/reprogramming biology; compacted dataIndex=PRJNA505909	MEF | Drug treatment | Drug treatment	GSE122662;PRJNA505909	artifacts/perturbase/perturbase_step5_added_v0.tsv	
A_explicit	Single-Cell RNA-Sequencing-Based CRISPRi Screening Resolves Molecular Drivers of Early Human Endoderm Development	Homo sapiens	single-cell perturbation RNA	perturbation developmental/differentiation trajectory; exact timepoints require sample metadata	13165	perturbation_development_or_reprogramming	http://www.perturbase.cn/repository/17	PerturBase_dataset	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE127202	PerturBase	perturbase GSE127202	temporal_yes	PerturBase dataset/list metadata: title/model/perturbation fields indicate temporal developmental/differentiation/reprogramming biology; compacted dataIndex=PRJNA524331	hESC | CRISPRi | Inhibition	GSE127202;PRJNA524331	artifacts/perturbase/perturbase_step5_added_v0.tsv	
A_explicit	Mouse neural retina response to sodium iodate scRNA-seq	Mus musculus	scRNA-seq	injury response timecourse candidate		perturbation_or_regeneration	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE312010	dataset_or_repository		GEO_or_database_second_pass	mouse neural retina response to sodium iodate scrna seq	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE312010	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Cellular and Spatial Drivers of Unresolved Injury and Functional Decline in the Human Kidney	Homo sapiens;Mus musculus	10x 3' v2;10x 3' v3;10x multiome	needs_metadata_validation	2053391	perturbation_regeneration_timecourse	https://cellxgene.cziscience.com/collections/9c9d04c4-8899-417f-bb6f-6107dcadf14f	CELLxGENE_collection		CELLxGENE	cellular and spatial drivers of unresolved injury and functional decline in the 	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	HTAN CHOP - Longitudinal single-cell multiomic atlas of high-risk neuroblastoma reveals chemotherapy-induced tumor microenvironment rewiring	Homo sapiens	10x 3' v3	needs_metadata_validation	592116	perturbation_regeneration_timecourse	https://cellxgene.cziscience.com/collections/cee845e3-ec04-4781-9e2a-28734bb4f7ba	CELLxGENE_collection		CELLxGENE	htan chop longitudinal multiomic of high risk neuroblastoma reveals chemotherapy	temporal_yes	has explicit time/longitudinal/regeneration signal despite noisy terms			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Single cell transcriptomic analyses of the dynamic local and systemic response to cardiac injury in mice and zebrafish.	Mus musculus	10x 3' v3	needs_metadata_validation	194315	perturbation_regeneration_timecourse	https://cellxgene.cziscience.com/collections/24e324a1-b42d-4438-9bb5-cf5233fa90b0	CELLxGENE_collection		CELLxGENE	transcriptomic analyses of the dynamic local and systemic response to cardiac in	temporal_yes	title/category indicates explicit developmental, perturbation, regeneration, or time-series axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
B_candidate_needs_timepoint_metadata	Time-resolved Systems Immunology Reveals a Late Juncture Linked to Fatal COVID-19	Homo sapiens	10x 5' v1	needs_metadata_validation	372081	perturbation_regeneration_timecourse	https://cellxgene.cziscience.com/collections/ed9185e3-5b82-40c7-9824-b2141590c7f0	CELLxGENE_collection		CELLxGENE	time resolved systems immunology reveals a late juncture linked to fatal covid 1	temporal_yes	has explicit time/longitudinal/regeneration signal despite noisy terms			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	CRISPR Interference-Based Platform for Multimodal Genetic Screens in Human iPSC-Derived Neurons	Homo sapiens	RNA	y	275708	perturbation_timecourse	https://zenodo.org/records/10044268	catalogue_record_filtered_dataset	https://doi.org/10.1016/j.neuron.2019.07.014	scPerturb	10.1016/j.neuron.2019.07.014	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	deduplicated Perturb-Seq: Dissecting Molecular Circuits with Scalable Single-Cell RNA Profiling of Pooled Genetic Screens
A_explicit	PDPN+ fibroblasts from various timepoints in mouse fibrotic lung disease	Mus musculus	scRNA-seq	various timepoints in fibrosis model		perturbation_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296916	dataset_or_repository		GEO_or_database_second_pass	pdpn fibroblasts from various timepoints in mouse fibrotic lung disease	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE296916	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Spatially organizing tomato callus cells identifies shoot regeneration network	Solanum lycopersicum	spatial transcriptomics	plant shoot regeneration		plant_development;regeneration_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293948	dataset_or_repository		GEO_or_database_second_pass	spatially organizing tomato callus cells identifies shoot regeneration network	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE293948	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	A single-cell, spatial transcriptomic atlas of the Arabidopsis life cycle	Arabidopsis thaliana	snRNA-seq;spatial transcriptomics	10 developmental timepoints / life-cycle stages	400000+	plant_development;spatial	https://travislee.science/	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC12416547/	extra_web	arabidopsis life cycle single cell spatial atlas	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	deduplicated Arabidopsis Developmental Atlas
A_explicit	Arabidopsis cell-type-specific spatiotemporal transcriptomic atlas	Arabidopsis thaliana	spatial transcriptomics	plant spatiotemporal development		plant_development;spatial	https://db.cngb.org/stomics/datasets/	dataset_or_repository		GEO_or_database_second_pass	arabidopsis cell type specific spatiotemporal transcriptomic atlas	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	deduplicated Flysta3D developing Drosophila embryos and larvae spatiotemporal transcriptomic maps
A_explicit	A single-cell atlas of de novo beta-cell regeneration reveals the contribution of hybrid beta/delta cells to diabetes recovery in zebrafish		single-cell RNA-seq	Regeneration-competent species possess the ability to reverse the progression of severe diseases by restoring the functi	13507	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP1549	dataset_or_repository		Single_Cell_Portal_step2	a single cell atlas of de novo beta cell regeneration reveals the contribution o	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Regeneration-competent species possess the ability to reverse the progression of severe diseases by restoring the function of the damaged tissue. However, the cellular dynamics underlying this capabil	SCP1549	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Compartmentalization and synergy of osteoblasts drive bone formation in the regenerating fin		single-cell RNA-seq	Authors: Cudak N., López-Delgado AC., Rost F., Kurth T., Lesche M., Reinhardt S., Dahl A., Rulands S., Knopf F.*Abstract	6262	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP1674	dataset_or_repository		Single_Cell_Portal_step2	compartmentalization and synergy of osteoblasts drive bone formation in the rege	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Authors: Cudak N., López-Delgado AC., Rost F., Kurth T., Lesche M., Reinhardt S., Dahl A., Rulands S., Knopf F.*Abstract: Zebrafish faithfully regenerate their fins after amputation which includes res	SCP1674	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Non-fibrotic stromal wound repopulation in rabbit	Oryctolagus cuniculus	scRNA-seq	wound repopulation/regeneration timecourse candidate		regeneration_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE328779	dataset_or_repository		GEO_or_database_second_pass	non fibrotic stromal wound repopulation in rabbit	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE328779	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Overlapping transcriptional programs promote survival and axonal regeneration of injured retinal ganglion cells 		single-cell RNA-seq	Injured neurons in the adult mammalian central nervous system often die and seldom regenerate axons. To uncover transcri	129441	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP1846	dataset_or_repository		Single_Cell_Portal_step2	overlapping transcriptional programs promote survival and axonal regeneration of	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Injured neurons in the adult mammalian central nervous system often die and seldom regenerate axons. To uncover transcriptional pathways that could ameliorate these disappointing responses we analyzed	SCP1846	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	scRNAseq unravels the transcriptional network underlying zebrafish retina regeneration		single-cell RNA-seq	In the lesioned zebrafish retina, Müller glia produce multipotent retinal progenitors that generate all retinal neurons,	11690	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP1973	dataset_or_repository		Single_Cell_Portal_step2	scrnaseq unravels the transcriptional network underlying zebrafish retina regene	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	In the lesioned zebrafish retina, Müller glia produce multipotent retinal progenitors that generate all retinal neurons, replacing lost cell types. To study the molecular mechanisms linking Müller gli	SCP1973	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Single-cell RNA-seq reveals cell populations during adult axolotl limb regeneration	Ambystoma mexicanum	scRNA-seq	adult axolotl limb regeneration time course		regeneration_timecourse	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?term=axolotl%20limb%20regeneration%20single%20cell	dataset_or_collection	https://pmc.ncbi.nlm.nih.gov/articles/PMC7937690/	extra_web	axolotl limb regeneration musculoskeletal scRNA time course	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Single-cell RNA-seq time course of axolotl limb regeneration	Ambystoma mexicanum	scRNA-seq	regenerating limb time course		regeneration_timecourse	https://serve.scilifelab.se/records/rp58y-78935/	dataset_or_repository		extra_web	axolotl limb regeneration scrna time course	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution--Early-Bud Blastema		single-cell RNA-seq	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. 	2013	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP499	dataset_or_repository		Single_Cell_Portal_step2	transcriptomic landscape of the blastema niche in regenerating adult axolotl lim	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. In axolotl limb regeneration, the wound epidermis and blastema have been extensi	SCP499	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution--intact limb		single-cell RNA-seq	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. 	3421	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP422	dataset_or_repository		Single_Cell_Portal_step2	transcriptomic landscape of the blastema niche in regenerating adult axolotl lim	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. In axolotl limb regeneration, the wound epidermis and blastema have been extensi	SCP422	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution--Medium-Bud Blastema		single-cell RNA-seq	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. 	12531	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP500	dataset_or_repository		Single_Cell_Portal_step2	transcriptomic landscape of the blastema niche in regenerating adult axolotl lim	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. In axolotl limb regeneration, the wound epidermis and blastema have been extensi	SCP500	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	Transcriptomic landscape of the blastema niche in regenerating adult axolotl limbs at single-cell resolution--wound healing stage		single-cell RNA-seq	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. 	7270	regeneration_timecourse	https://singlecell.broadinstitute.org/single_cell/study/SCP489	dataset_or_repository		Single_Cell_Portal_step2	transcriptomic landscape of the blastema niche in regenerating adult axolotl lim	temporal_yes	Single Cell Portal result/title describes developmental trajectory, staged development, regeneration, or organoid maturation	Regeneration of complex multi-tissue structures, such as limbs, requires the coordinated effort of multiple cell types. In axolotl limb regeneration, the wound epidermis and blastema have been extensi	SCP489	artifacts/single_cell_portal/single_cell_portal_step2_added_v0.tsv	
A_explicit	HESTA	Homo sapiens	Stereo-seq spatial transcriptomics	Carnegie stages 12-23	0	spatial;developmental	https://db.cngb.org/stomics/hesta/	dataset_or_repository		seed	hesta	temporal_yes	explicit time axis already validated			artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	High-resolution spatiotemporal transcriptomic maps of developing Drosophila embryos and larvae	Drosophila melanogaster	Stereo-seq spatial transcriptomics	developing embryos and larvae spatiotemporal stages		spatial;developmental	https://db.cngb.org/stomics/datasets/STDS0000060/	dataset_or_repository		STOmicsDB_STellaris_step3	high resolution spatiotemporal transcriptomic maps of developing drosophila embr	temporal_yes	STOmicsDB/CNGB record describes spatiotemporal development or regeneration dataset	developing embryos and larvae spatiotemporal stages	STDS0000060	artifacts/stomics_stellaris/stomics_stellaris_step3_added_v0.tsv	
A_explicit	MOSTA mouse organogenesis spatial transcriptomic atlas	Mus musculus	Stereo-seq spatial transcriptomics	mouse organogenesis stages		spatial;developmental	https://db.cngb.org/stomics/datasets/STDS0000058/	dataset_or_repository		GEO_or_database_second_pass	mosta mouse organogenesis spatial transcriptomic atlas	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		STDS0000058	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Spatiotemporal dynamics of postnatal vascularization in mouse brain	Mus musculus	spatial/single-cell transcriptomics	postnatal vascularization timecourse		spatial;developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE313896	dataset_or_repository		GEO_or_database_second_pass	spatiotemporal dynamics of postnatal vascularization in mouse brain	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE313896	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Spatiotemporal mapping of zebrafish embryogenesis Stereo-seq and scRNA-seq	Danio rerio	Stereo-seq + scRNA-seq	six time points 3.3, 5.25, 10, 12, 18, 24 hpf		spatial;developmental	https://db.cngb.org/data_resources/project/CNP0002220	dataset_or_repository		STOmicsDB_STellaris_step3	spatiotemporal mapping of zebrafish embryogenesis stereo seq and scrna seq	temporal_yes	STOmicsDB/CNGB record describes spatiotemporal development or regeneration dataset	six time points 3.3, 5.25, 10, 12, 18, 24 hpf	CNP0002220	artifacts/stomics_stellaris/stomics_stellaris_step3_added_v0.tsv	
A_explicit	Spatiotemporal single-cell atlas of suture stem cell dynamics in craniosynostosis	Mus musculus/Homo sapiens	single-cell/spatial	spatiotemporal suture stem cell dynamics		spatial;developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303344	dataset_or_repository		GEO_or_database_second_pass	spatiotemporal single cell atlas of suture stem cell dynamics in craniosynostosi	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE303344	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	Spatiotemporal transcriptome atlas of human embryos after gastrulation	Homo sapiens	spatial transcriptomics	human embryos after gastrulation stages		spatial;developmental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE326326	dataset_or_repository		GEO_or_database_second_pass	spatiotemporal transcriptome atlas of human embryos after gastrulation	temporal_yes	second pass retained because dataset title/source gives explicit developmental, spatiotemporal, regeneration, organoid, or perturbation time axis		GSE326326	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
A_explicit	ZESTA	Danio rerio	Stereo-seq spatial transcriptomics	six time points first 24h	152977 spots	spatial;developmental	https://db.cngb.org/stomics/datasets/STDS0000057/	dataset_or_repository		seed	zesta	temporal_yes	explicit time axis already validated		STDS0000057	artifacts/FINAL_temporal_pretraining_datasets_v3_expanded.tsv	
