dataset_name,storage_membership,in_raw,raw_objects,raw_bytes,raw_size,in_cleaned,cleaned_objects,cleaned_bytes,cleaned_size,in_lamindb,lamin_artifacts,lamin_bytes,lamin_size,lamin_dataset_id,scientific_dataset_id,lamin_classification,lamin_collection_membership,lamin_artifact_uids,lamin_inventory_evidence,lamin_branch_scope,in_canonical_lamindb,lamin_catalog_status,x_present,obs_present,var_present,chunking_status,structurally_done,obs_done,var_done,completely_done,completion_status,scientific_review_evidence
cellxgene-705f4445-9faa-4265-934d-9e1d2badc430,cleaned,False,0,0,0 B,True,4,198485474,189.29 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-70c20b1e-d374-4390-94a2-1286e7df9b68,cleaned,False,0,0,0 B,True,4,110958032,105.82 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-732a691e-4504-4226-aecf-5d627e062efc,cleaned + canonical LaminDB,False,0,0,0 B,True,4,71168302,67.87 MB,True,3,71166187,67.87 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-7452e366-e4fe-47ec-8731-3f908a717b73,cleaned,False,0,0,0 B,True,4,17114095,16.32 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-74de94ba-7aa8-43b4-8524-2935ff397464,cleaned,False,0,0,0 B,True,4,52163686,49.75 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-7618ab03-de16-45eb-907e-c7bcbfc486ac,cleaned,False,0,0,0 B,True,4,30528797,29.11 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-77002ee3-eb5f-4b3a-9eba-a9896d0f6d74,cleaned,False,0,0,0 B,True,4,31686780,30.22 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-7e18a7e7-aa51-435f-9c96-c0e0229911f7,cleaned,False,0,0,0 B,True,4,28078731,26.78 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-89350d13-6bd9-4de5-b51c-d915afbeb88f,cleaned,False,0,0,0 B,True,4,842824689,803.78 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-89a80b95-3a9d-4155-8bce-b0a6eb265126,cleaned,False,0,0,0 B,True,4,23133218,22.06 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-8bb1377c-57d6-48f2-96c5-fe68d0d43667,cleaned,False,0,0,0 B,True,4,1306699877,1.22 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-8dcbbbc8-24c5-42d3-bb27-e7f932c63df3,cleaned,False,0,0,0 B,True,4,35036302,33.41 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-92b2a34f-a316-4f14-aeb1-0f3ad0cf0eac,cleaned,False,0,0,0 B,True,4,191797033,182.91 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-93dd56b0-5cac-4a99-b5cc-e0f2af2fd6b4,cleaned + canonical LaminDB,False,0,0,0 B,True,4,2396151593,2.23 GB,True,3,2396149475,2.23 GB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-98715e7e-5126-49ef-9666-51be073dc372,cleaned,False,0,0,0 B,True,4,31462334,30.00 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-99f7a3d3-f63d-4503-b14d-f36077ff6b62,cleaned,False,0,0,0 B,True,4,569548016,543.16 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-9e2a712a-fbdb-4cae-8879-aecb7105e48d,cleaned,False,0,0,0 B,True,4,39636034,37.80 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-9e2ff1f7-f389-4532-83f6-cc2de48630e4,cleaned,False,0,0,0 B,True,4,20639083,19.68 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-9eae2529-c1e3-425a-b8da-d54635e5200a,cleaned,False,0,0,0 B,True,4,118374845,112.89 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-9edbbdd6-3b5d-49c6-b5ed-f38f916d41dc,cleaned,False,0,0,0 B,True,4,20780842,19.82 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-aae1234e-28ec-4fca-9fa1-d59baf26c742,cleaned,False,0,0,0 B,True,4,26525970,25.30 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-ad5bedaa-7eba-4e12-855f-9c6bd281d705,cleaned,False,0,0,0 B,True,4,10566472,10.08 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-ae9e6a8c-83d6-4870-a7aa-e604f1c01752,cleaned + canonical LaminDB,False,0,0,0 B,True,4,1060005503,1010.90 MB,True,3,1060003385,1010.90 MB,,,,,,,jkobject_canonical_cleaned,True,canonical_cleaned_artifact,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-b1888177-06ba-4dbd-9c11-9a11814bed6d,cleaned,False,0,0,0 B,True,4,97578313,93.06 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-b325f8ca-f4e9-4ea7-9b3a-329e9b984751,cleaned,False,0,0,0 B,True,4,23176897,22.10 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-b4b4c464-841f-452e-b4f4-332cbca3f0dc,cleaned,False,0,0,0 B,True,4,15779706,15.05 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-b72143c8-c55a-4cf4-bad0-bc04d3153c34,cleaned,False,0,0,0 B,True,4,62158612,59.28 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-b93a3d91-5b40-4798-809e-5b56007bb412,cleaned,False,0,0,0 B,True,4,120567292,114.98 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-bb7e8800-6646-473b-85ad-1eff637795ab,cleaned,False,0,0,0 B,True,4,30412958,29.00 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-bc74d699-920e-4771-b56a-a2e91771090f,cleaned,False,0,0,0 B,True,4,1443789218,1.34 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-bcb57f6b-3d94-4658-8912-bbe80f10d665,cleaned,False,0,0,0 B,True,4,108586909,103.56 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-bd01f017-2f4d-4f52-807d-bc648b5a8591,cleaned,False,0,0,0 B,True,4,928253754,885.25 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-c372881c-3e6a-4252-b6cd-4dcac3bde50e,cleaned,False,0,0,0 B,True,4,2254108246,2.10 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-c91ee747-49a5-4e04-9462-52a72d385305,cleaned,False,0,0,0 B,True,4,34445349,32.85 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-cbcb4e91-285f-442d-9417-9b5476f33ef6,cleaned,False,0,0,0 B,True,4,57701775,55.03 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-ccfc61eb-af63-4f26-973f-3297db6aabee,cleaned,False,0,0,0 B,True,4,154838628,147.67 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-cfc1466e-ed34-4928-befe-8aa4f2be7b0b,cleaned,False,0,0,0 B,True,4,69304067,66.09 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-d12a39ce-d2da-4ed3-946a-eb8be1b0d4bd,cleaned,False,0,0,0 B,True,4,26445056,25.22 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-d6e09509-5f7a-433f-b11f-ea36a2093e43,cleaned,False,0,0,0 B,True,4,30537628,29.12 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-d96ac98d-64a2-4fea-afcd-f75a8ae2946c,cleaned,False,0,0,0 B,True,4,51859395,49.46 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-debd5085-c4a9-40d8-87d5-127ff4176c1f,cleaned,False,0,0,0 B,True,4,780129272,743.99 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-df19d728-d062-4997-8705-50e8a64250cb,cleaned,False,0,0,0 B,True,4,67521077,64.39 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-e1825568-6a6d-4e2d-9005-e61c15a47cb2,cleaned,False,0,0,0 B,True,4,23618603,22.52 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-e38f5610-2487-448e-a0aa-f5dc7c3b5850,cleaned,False,0,0,0 B,True,4,2790773378,2.60 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-e40cd4d1-eda9-4d69-9cf4-346a3bdd324e,cleaned,False,0,0,0 B,True,4,102783808,98.02 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-e6fa3d66-6977-4e89-9df8-e9908b3ff8fb,cleaned,False,0,0,0 B,True,4,59006847,56.27 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-e8f3e0a6-0eb5-4922-bd3a-0ed35c9314b3,cleaned,False,0,0,0 B,True,4,47491885,45.29 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-eca80be0-05e9-4002-a3fc-2ec5cb0ecc11,cleaned,False,0,0,0 B,True,4,7696357,7.34 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-ece391ad-c8d4-48eb-b667-166932d7b430,cleaned,False,0,0,0 B,True,4,31956000,30.48 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-efcc423c-3ce2-4a65-90b4-0fac208a4e8b,cleaned,False,0,0,0 B,True,4,113185298,107.94 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-f16c25da-15bd-46a4-9a3f-17093f27a2f1,cleaned,False,0,0,0 B,True,4,1586041337,1.48 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-f313847f-3318-4f32-8769-d280e89541a5,cleaned,False,0,0,0 B,True,4,3587234593,3.34 GB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-f5aad351-f815-42d5-aa88-7493c2d130e7,cleaned,False,0,0,0 B,True,4,93607711,89.27 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-f8db1d89-bf49-4e03-a2ea-cdba16b89760,cleaned,False,0,0,0 B,True,4,47485282,45.29 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-fa96ca96-4969-457a-b6fb-8e87d39af36b,cleaned,False,0,0,0 B,True,4,25780721,24.59 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-fb09d792-857f-4342-8d50-1c1a73692597,cleaned,False,0,0,0 B,True,4,15203863,14.50 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
cellxgene-fee48657-0a8c-431f-82b8-e34655f450eb,cleaned,False,0,0,0 B,True,4,27999039,26.70 MB,False,0,0,0 B,,,,,,,not_established_by_branch_delta_snapshot,False,no_canonical_lamin_evidence,True,True,True,single_triplet_not_chunked,True,False,False,False,structurally_done_scientific_review_pending,TODO.md accepted OBS=10/70 VAR=8/70 @ 2026-07-27
